Gene dn_damaging_DD dn_lof_DD X1 X2 BF qvalue
FAM188A 0 1 0.732189514868155 32.9664192200691 24.1376664956826 0.252173683114792
LRIT1 0 1 0.623754766836142 38.500983163303 24.0151717759883 0.253175966639261
GOLM1 0 1 0.675361662774886 35.4280033422954 23.9267152460468 0.254174920051775
NAPG 0 1 0.725706226090158 32.937717030517 23.903106322242 0.255168608799845
FIGN 0 1 0.627732987858301 38.0240648179373 23.8689598186815 0.256157400175383
FAM227A 0 1 0.814648123011995 28.8025545204662 23.4639469780485 0.257152640480506
SSBP3 0 1 0.999980729074914 23.2133399943359 23.2128926517998 0.258149685096562
NLRP4 0 1 0.999980729074914 23.1906672368403 23.1902203312293 0.259141527660838
CHAF1A 0 1 0.999980729074914 22.6655182754279 22.6650814899232 0.260143785529185
CLU 0 1 0.575270026623297 39.2231997706425 22.5639311763084 0.261143306501053
B4GALT1 0 1 0.433791181396075 51.3971768216377 22.2956420538812 0.262145373759222
TADA2A 0 1 0.999980729074914 22.2444358107149 22.2440071398588 0.263143203761843
DDRGK1 0 1 0.575782171114485 38.0609672611667 21.9148263643519 0.264145601327747
NR2F6 0 1 0.416602627857754 52.6032257728475 21.914642090763 0.26514217683209
TLK2 2 0 236.422040356334 0.092225373867222 21.8041110623144 0.266136469597874
POLR1E 0 1 0.65971392704269 33.0049527441815 21.7738269867224 0.267125972107419
CCDC82 0 1 0.767385863812249 28.2356855219675 21.6676659246061 0.268113125110866
OLFML2B 0 1 0.999980729074914 21.5544143745422 21.5539990010375 0.269098199503034
RASSF8 0 1 0.752936045860526 28.4268876534829 21.4036283859348 0.270082393230963
CKAP2L 0 1 0.704881686174285 30.0723724157542 21.1974645756779 0.271067518780784
CCDC27 0 1 0.961424743918405 22.0008219253283 21.1521345855532 0.272048474990506
NLRP7 0 1 0.999980729074914 21.0490462664673 21.0486406318736 0.273027153758997
ERBB4 1 1 3.52488705208259 5.95087497019303 20.9761621309958 0.274002596819005
MVK 0 1 0.5232496270939 40.0642187783747 20.963587535593 0.274972929024567
PCDHGA2 0 1 0.682708209918263 30.2114432237083 20.6256003223051 0.275948588041681
KLHDC2 0 1 0.596867523068553 34.521534442375 20.6047827551461 0.276919433129361
IGHMBP2 2 0 124.338203223565 0.165610727301855 20.5917402672604 0.277885256470355
PISD 0 1 0.420809670547588 48.8324567420329 20.5491700336442 0.27884704333555
KLHL41 0 1 0.458778459748523 44.1441818148835 20.252399739891 0.279812980238034
FAM49A 0 1 0.634251144759813 31.841562979225 20.1955477705151 0.280775379123294
MSI1 0 1 0.650147581325945 31.0286407061107 20.1731957069096 0.281733164037274
ARGLU1 0 1 0.726249817056041 27.6068681526867 20.049482945379 0.282689630352645
MMP21 0 1 0.564188874401106 34.7948229779656 19.6308520109241 0.2836543701405
RAD54L 2 0 106.84250363582 0.183683211701089 19.6251742140127 0.284613993793491
GLRB 0 1 0.635517486690309 30.8787051871291 19.6239571127753 0.285568398709597
RASGEF1A 0 1 0.553384082275421 35.3827573146277 19.5802546849292 0.286519003038898
TMEM30A 0 1 0.501120865584182 38.8439366896863 19.4655071766327 0.287468142473538
SLC38A7 0 1 0.527105448792766 36.8064926781508 19.4009028416044 0.288414216765078
KIAA1751 0 1 0.998577826700281 19.2782458063126 19.2508287998614 0.289360032211426
OXLD1 1 0 21.2613678784925 0.882369843936627 18.7603898568246 0.290316796917671
ITFG2 0 1 0.552300708799319 33.2387375404132 18.3577783031647 0.291281778736666
BCHE 0 1 0.492535611361432 37.195595574249 18.3201554061153 0.292242829484994
WDR41 0 1 0.711217875099424 25.3111679771791 18.0017551050139 0.293209409427605
SLC35F5 0 1 0.707591572113348 25.3413237443633 17.9313071077074 0.294173195397042
GTDC1 0 1 0.509311108766818 34.9768140737986 17.8140799570572 0.295135796851734
WASF3 0 1 0.4442505888729 39.7557163963344 17.6615004201356 0.296098439889161
COCH 0 1 0.561448411397319 31.3942049612254 17.6262265025618 0.29705717057081
PLA2G15 0 1 0.385182180920958 45.1004009498977 17.3718707982912 0.298019467812199
BCL11B 0 1 0.520037288562236 33.2217001735262 17.2765228796681 0.298979939017297
FAM98A 0 1 0.628472694877662 27.2956074698645 17.1545439849086 0.299939522202314
RPL30 1 0 20.9859595062482 0.793771938391045 16.6580657562706 0.300911191739315
TRIM25 0 1 0.539021109918298 30.7114144669429 16.5541007131324 0.301881392978326
CKB 0 1 0.385897307172331 42.7493066506948 16.4968423199873 0.302848522194333
TMEM42 1 0 20.2346302147537 0.811693004299026 16.4243077898933 0.303813140573892
T 0 1 0.412561037068455 39.7187243592594 16.3863981126922 0.304774067765814
SEMA6B 0 1 0.999980729074914 16.3856544017163 16.3853386349978 0.305730052878831
POLM 0 1 0.519021341555544 31.3922187846246 16.293231508001 0.306684296024974
CCDC138 0 1 0.6076860332769 26.605906816349 16.168037974962 0.307637975516172
GLTSCR1L 0 1 0.797236314575201 20.112321022091 16.0342726892052 0.308591417216949
DYNC1LI2 0 1 0.435232637588275 36.5033577899172 15.8874526917342 0.309545105927087
YTHDF1 0 1 0.375176034654919 42.1887911029188 15.8282233528778 0.310495991829064
CCDC178 0 1 0.999980729074914 15.7028025112247 15.7024999036939 0.3114464367847
FUCA2 0 1 0.433902181201124 35.9916127670292 15.6168392845602 0.312395055099975
CTH 0 1 0.44793874817909 34.7810017386092 15.5797583792074 0.313340161087525
NPAS1 0 1 0.371033635642129 41.7716874540607 15.4987010629869 0.314283329609724
RBMS1 0 1 0.534783874163053 28.975248925134 15.495495875022 0.315221847173617
H2AFZ 1 0 20.1167626776368 0.764905220990965 15.3874168015606 0.316159429835308
BCL9 0 1 0.956234789120583 15.709041423954 15.0215319133211 0.317105234107303
PNLDC1 0 1 0.798496519691954 18.8045118777439 15.0153372888845 0.318046517584193
COX7A2L 1 0 19.3287869817942 0.770842711129405 14.899454559889 0.318987211640002
DBR1 0 1 0.404395159557803 36.7205805430118 14.8496250277464 0.31992498585681
PLEKHJ1 1 0 20.1127761681402 0.737209763654382 14.8273349653481 0.320858886348546
LDB1 0 1 0.372574404239485 39.4572899900801 14.7007763109587 0.32179265048448
PLAC8L1 1 0 18.7603134586607 0.783329428091136 14.6955056123832 0.322721979410616
RPAP3 0 1 0.721824926933659 20.3492655009421 14.6886070833711 0.323646963771763
LTA 1 0 18.8164823091089 0.778022607139726 14.6396486233314 0.324569125996647
DPP9 2 0 96.1426183138689 0.151560210560394 14.5713954754775 0.325489174594552
OR4K5 1 0 19.3362797706655 0.745985869979442 14.4245914868858 0.326409924081623
HPD 0 1 0.437623938669818 32.4977840182055 14.2218082400882 0.327333403713886
NCL 0 1 0.745196230864601 19.0039736790281 14.1616895570618 0.328254529280636
CDC25A 0 1 0.446675605099214 31.1416828508922 13.9102300312301 0.32918020497714
P4HA3 0 1 0.490624351673694 28.3401183129826 13.9043521736629 0.330101598859191
ENO3 0 1 0.378357884635681 36.5755117834544 13.8386332678552 0.331020896201811
IQSEC1 0 1 0.975459596483538 14.0547514230536 13.7098421518083 0.331940395783362
PGM5 0 1 0.4902649403456 27.9605621887754 13.7080833535094 0.332855527472223
EIF5A2 1 0 18.883115671996 0.724729548871669 13.6851519022572 0.333767084946784
LARP7 0 1 0.599066851284795 22.7411136378149 13.6234473417155 0.33467649022996
CCDC33 0 1 0.779179489535176 17.4182675764825 13.5719568388307 0.335583396613717
ZBTB10 0 1 0.753296164055355 17.9977423802674 13.5576302967119 0.336486488956373
AKT3 0 1 0.543958598319812 24.8401761793514 13.5120274165372 0.337386917903845
TMEM243 1 0 18.0229205393126 0.748265317361238 13.4859263571251 0.338284005441133
GLYR1 0 1 0.553519411772579 24.2701184667159 13.4339816973474 0.339178703121923
TNNC2 1 0 17.4191738647748 0.768489491192133 13.3864520603281 0.340070873610673
CNOT2 0 1 0.647616274366049 20.5211758942706 13.2898474782579 0.340962299629286
ZBTB20 0 1 0.597870089731707 22.1911321398346 13.2674141636911 0.341850335212248
OXSR1 0 1 0.567006644306642 23.2940518837745 13.2078821909238 0.342736335266533
RTL1 0 1 0.999980729074914 13.1081551013621 13.1079024950872 0.34362177250817
DHCR7 0 1 0.339441984160236 38.5784932026537 13.0951602786209 0.344503529384884
CTAGE5 0 1 0.995042620238697 13.118816807999 13.0537818510628 0.34538265841856
EXOC3 0 1 0.452632231626135 28.641121616503 12.9638947935533 0.346260921355396
PGM2L1 0 1 0.42996994004353 29.9284112185426 12.8683171772349 0.347138541358635
PHF1 0 1 0.560895133923943 22.7687765580804 12.7708959768288 0.348015603401993
YPEL5 1 0 18.6841892944963 0.676713848201114 12.6438496379967 0.348893196786332
C12orf4 0 1 0.554777843951677 22.767378624006 12.6308372254576 0.349767215636151
LIF 1 0 19.2368397544043 0.656207735816574 12.6233630595039 0.350637485282185
PSD3 0 1 0.811489004090081 15.5085797625151 12.585041946335 0.35150514166229
RFX7 0 1 0.742056306845408 16.9477567042938 12.5761897493028 0.352369145171822
NFIB 0 1 0.499115724006986 25.0114883247457 12.4836271036977 0.353232529297555
BNIP3L 1 0 18.4055250931662 0.678050391415113 12.479873493622 0.354092114852699
SETBP1 0 1 0.999980729074914 12.4794425750195 12.4792020846165 0.354947817267523
PAPD4 0 1 0.699636996497949 17.825355320863 12.4712780581973 0.355799922392121
GPR150 1 0 20.2250154568856 0.615027412606708 12.438938926379 0.356649327011085
ETF1 0 1 0.437978798975564 28.3790667117777 12.4294295544718 0.357495236066562
DLG4 0 1 0.999980729074914 12.4050916511244 12.4048525935325 0.358338210105617
STARD9 0 2 0.999980729074914 12.3773833561454 12.3771448325179 0.359178381291322
RNF111 0 1 0.817303302191441 15.1435465443315 12.3768705975719 0.360014794634056
GDNF 1 0 16.2064412333788 0.759057605422575 12.3016224750302 0.360850136832398
SMC3 1 1 3.01536592117992 4.07481532301738 12.2870592601283 0.361682266647406
DNAI1 0 1 0.495760579195085 24.7168287890634 12.2536293563318 0.362511874829535
CBX5 1 0 16.9916418790378 0.718792324873536 12.2134617696521 0.363339218753447
UBL3 1 0 18.1162829153195 0.672891912747732 12.1903002627684 0.364163713522435
LIMA1 0 1 0.579815077021751 21.0158871455315 12.1853282239668 0.364984735782301
FBRSL1 0 1 0.582413395074366 20.7568457804828 12.089065022046 0.365805534861298
USP14 0 1 0.507709530198577 23.7369026580735 12.0514516968998 0.366624048163969
TSPEAR 0 1 0.469694993490573 25.5343612377212 11.9933616353374 0.367441017545795
CCDC59 1 0 20.1925547335768 0.591483039099748 11.943553641004 0.368256165111223
CARHSP1 1 0 17.5217352482358 0.681183855533763 11.9355231720351 0.369068029012954
ZNF740 1 0 18.5033054242409 0.643342206745262 11.9039573437128 0.369877461426944
BPIFA1 1 0 21.3279946236228 0.555293096101171 11.8432881681807 0.370685507203559
SMAD6 0 1 0.32252548443806 36.5310041482824 11.7821798099336 0.371492196587463
GGA2 0 1 0.43426467954957 27.0994178588313 11.7683200124453 0.372295875163916
SLC10A1 1 0 15.9243317512449 0.738106175437585 11.7538476053107 0.373096584364304
YES1 0 1 0.523240245165128 22.3698067719534 11.7047831796534 0.373895561614227
INO80D 0 1 0.759436178970964 15.3891136987207 11.6870497051061 0.374691718700015
ALK 2 0 191.850031154412 0.0604577211439127 11.5988156849844 0.375487555276775
GALNT3 0 1 0.42993099778655 26.9647350030389 11.5929754249064 0.376280181673277
PACS2 2 0 72.345192082851 0.160208866650401 11.5903412311991 0.37706950599908
KDELR3 1 0 16.7600662782337 0.691132129583786 11.583420298841 0.37785569963919
DONSON 0 1 0.468316491510548 24.5983331390244 11.5198050726756 0.378640768293318
FGF18 1 0 15.5371602042428 0.739613058347655 11.4914865766975 0.379423487772138
MLL3 0 3 0.098263113920667 116.799341452251 11.4770669949814 0.380203387891026
HIST2H2AB 1 0 13.257681007924 0.859104576347134 11.389734425658 0.380983037976905
NEXN 0 1 0.73369910089083 15.4162705797023 11.3109038634174 0.381762152994873
IGFBP7 1 0 16.5353568492116 0.677381365649128 11.2007426040146 0.3825418477336
PSD2 0 1 0.430690656956427 25.8234582095276 11.1219221811483 0.383321032256552
RAB19 1 0 14.3618609625757 0.772628211941819 11.0963789556719 0.384097841637686
ASH1L 0 2 0.302411085090676 36.6375716200027 11.0796077886924 0.384871983370356
PSMD3 0 1 0.396478571565978 27.7931113758229 11.0193730976604 0.385645002130483
MOS 1 0 15.1468076389476 0.712011355003872 10.7846990309901 0.386423074780473
EPN3 0 1 0.324413794442786 33.2088059254671 10.7733947391948 0.38719830574731
TOB2 1 0 13.7685327983755 0.782382685299882 10.7722616634325 0.38797035335065
CD274 1 0 18.2204535355953 0.590854093485828 10.7656295566748 0.388739431412058
SYNCRIP 0 1 0.428294956061357 25.1028181357787 10.7514103904796 0.389505825720809
UBE2S 1 0 14.0972108426172 0.760688903053044 10.7235918519779 0.390270031849232
NRIP2 1 0 18.9051952421099 0.567213886182917 10.723289262324 0.391031097242927
CCDC19 0 1 0.526125969366775 20.368556624022 10.7164265984156 0.391789271325843
TGFBRAP1 0 1 0.435411334838321 24.4137140665928 10.6300078300963 0.392547362231028
SNRNP70 0 1 0.485770354970071 21.8180683020653 10.5985707838555 0.393303449277315
DENND1B 0 1 0.532537865561393 19.8434777038098 10.567403261702 0.394057536859019
STXBP3 0 1 0.474263826434342 22.2216054593974 10.5389036346881 0.394809545197441
PAX2 0 1 0.326852783174883 32.1630098106159 10.5125692718809 0.395559412415939
CHMP4B 1 0 14.4686725125327 0.725889332329887 10.5026550298221 0.396306578100743
SAP130 0 1 0.831010053542404 12.5748700362962 10.4498434221513 0.397052558405218
PALB2 0 1 0.577723108776195 18.0295991675731 10.416116081079 0.397796697200471
PGP 1 0 14.9537882660677 0.695544046446569 10.4010184002859 0.398538356501249
SYVN1 0 1 0.349773617752376 29.3330949589043 10.2599427436499 0.399281958292642
PSMG2 1 0 15.7983066732136 0.649339953021404 10.2584717130022 0.400022619223283
ZNF644 0 1 0.791308072184968 12.9459113995535 10.2442041922581 0.400760804290908
ARHGEF15 0 1 0.494238118230743 20.6189878121839 10.1906897361164 0.401497900265104
SULT6B1 1 0 16.8758414326706 0.603527629067667 10.1850365683816 0.40223224522257
CRB1 0 1 0.999980729074914 10.1490925737409 10.1488969913382 0.402964919070123
KCNC4 0 1 0.264113543274672 38.3244844278407 10.122015376412 0.403695610897415
PAK4 0 1 0.408834957327169 24.7300164987961 10.1104952399855 0.40442379849288
MIP 1 0 14.9964072417306 0.670866596359184 10.060588683876 0.405150833060063
USP50 1 0 16.7522261106338 0.599668163981493 10.0457766743666 0.405875503435778
PGD 0 1 0.284129549850069 35.244941728051 10.014129427683 0.40659840916356
UBE2H 1 0 17.0677378481217 0.584041863241818 9.96827341413987 0.407320056243209
IFI44L 1 0 18.9395638270777 0.524942610498961 9.94218407709787 0.408039768245806
DACT1 0 1 0.300833210586366 33.0005566334889 9.92766340318968 0.408757156066202
PPARGC1A 0 1 0.4665385984147 21.1820578404808 9.88224757643699 0.409473305269213
FIP1L1 0 1 0.687858624920131 14.280408655043 9.82290226075543 0.410188710074822
IARS2 0 1 0.931762382087359 10.5072615149634 9.79027101839717 0.410902452394042
SRSF3 1 0 18.8386576106784 0.516385692824404 9.72801326217188 0.411615572461772
PIK3IP1 1 0 16.40304782285 0.593036653023354 9.72760858024497 0.412325931778711
TNNI2 1 0 14.0730619638602 0.690945873592461 9.72372409274021 0.41303366689487
SEMA4F 0 1 0.519082742039972 18.6974775826547 9.70553793283532 0.413739287532487
STAR 1 0 15.691896900907 0.615945176705199 9.66534820946896 0.414443566995833
DNPEP 0 1 0.271812153559051 35.136076171443 9.5504125317748 0.415149104604269
COL23A1 0 1 0.559710744588691 16.9291062816526 9.47540268212489 0.415854525466539
MTIF2 0 1 0.443822501192243 21.2101911568825 9.41356009001321 0.416559381137109
CACNA1S 0 2 0.0361866502612304 256.511254393228 9.28228305079725 0.417266102272448
TMEM45A 1 0 17.1670516630961 0.536450977221884 9.20928164068648 0.417972664840805
EIF4G2 0 1 0.999980729074914 9.11991492536912 9.1197391761718 0.418679658060708
RAC1 1 0 16.223014119031 0.562126261229145 9.11938227259856 0.419383965321601
RPUSD1 1 0 13.7643904582567 0.659546203198098 9.07825146607936 0.420087027360337
EFNA4 1 0 16.418484061043 0.550149772012251 9.0326252629696 0.420789011351782
ARCN1 0 1 0.409453994949459 21.94440822566 8.98522561479823 0.42148998891141
HOXB7 1 0 13.5315453077425 0.663038194193259 8.97193136548984 0.422188775952167
H2AFX 1 0 10.4736435814605 0.855365286959513 8.95879114756763 0.422885379805816
EPDR1 1 0 15.0298399384762 0.595777278549352 8.95443713557773 0.42357950674107
F2RL1 1 0 13.9742253407996 0.633665112804602 8.85497907693471 0.424274488129576
TMPRSS7 0 1 0.49582175717661 17.8502132794901 8.85052411421402 0.424967012270305
RARG 0 1 0.31482066104562 28.0767173260581 8.83913070858061 0.42565733481687
KIAA1704 1 0 15.1325913505932 0.579035828610367 8.76231257171282 0.426347749080516
MATK 0 1 0.468029281584392 18.6409749028481 8.72452209181266 0.427036900472765
EYA1 0 1 0.425114106806489 20.5028365362649 8.71604504111371 0.427723775849867
AQP8 1 0 13.1460704428083 0.662293016881478 8.70655065370391 0.428408423457053
TDP1 0 1 0.389857537009819 22.3188225269396 8.70116117931193 0.429090713188043
AHCYL2 0 1 0.426605607608179 20.3455391777602 8.67952110304438 0.429771222298139
FBXL3 1 0 16.9478969372218 0.509251772279406 8.63074655168891 0.430450903498512
PSMA2 1 0 16.3471601684069 0.527488184257342 8.62293383499691 0.43112834297776
LMO2 1 0 14.3814824957624 0.597021529430628 8.58605467509988 0.431804560721912
SGTB 1 0 17.0401616060642 0.501785921775497 8.55051319870238 0.43247951930924
MAPK8IP3 1 1 1.08716997701944 7.8579403132215 8.54291678974513 0.43315225943116
SPDEF 1 0 14.1400111490326 0.601646859981037 8.50729330791229 0.433823763117993
ALKBH4 1 0 11.9671812020594 0.710477632960714 8.50241457365114 0.434492975708205
LARP6 1 0 13.7669434445002 0.617318660267693 8.49859108313995 0.435159873388591
PCMT1 1 0 14.6030037341906 0.579768311988864 8.46635882493876 0.435825448288754
FAM46C 1 0 12.5489016199831 0.671223843642594 8.42312197885786 0.436490088967221
TRPC4AP 0 1 0.630430327298892 13.3498908287026 8.41617604454348 0.43715255205899
SNF8 1 0 15.1670337774198 0.554142377606267 8.40469615865399 0.43781300550427
MOB3A 1 0 11.3445039171834 0.739102977420285 8.38475662254636 0.43847175124148
NAA40 1 0 16.6025318398614 0.503022660992224 8.35144974529519 0.439129258526062
ATP6V0A1 2 0 66.2389843877185 0.124693405724053 8.25956455500697 0.439787551789257
KIAA1551 0 1 0.790458763958682 10.4371788840491 8.25015951990111 0.440443796429022
PNLIPRP3 1 0 19.1886148856297 0.429571448579759 8.2428810926591 0.441097930558339
MAF 1 0 12.1679186707477 0.677357354803447 8.24202920428115 0.441749745135005
C20orf26 2 0 85.7637728573904 0.0959395727060015 8.2281397215926 0.442399699239833
ZDBF2 0 1 0.996762579477152 8.24963496066512 8.22292742313746 0.443047506235119
KHSRP 0 1 0.416437186323102 19.7367431923519 8.21911380220466 0.443693129889225
