Gene mut_lof mut_mis3 dn_lof dn_mis3 cc_case1 cc_case2 cc_control1 cc_control2
G410 1.79008497440797e-06 1.30819e-06 0 0 0 0 0 0
G411 1.34124899771715e-06 1.8881e-06 0 0 0 0 0 0
G412 8.7702285627906e-07 3.24581e-06 0 0 0 0 0 0
G413 2.0413446271347e-06 2.61091e-06 0 0 0 2 0 3
G414 1.70917386167143e-06 7.03412e-07 0 0 0 0 0 0
G415 4.94362421497667e-06 1.31456e-05 0 0 0 0 0 0
G416 5.95240088847015e-07 4.78154e-06 0 1 0 0 0 0
G417 1.27332160119193e-06 1.90301e-06 0 0 0 0 0 0
G418 2.91549120972816e-06 9.13508e-06 0 0 0 0 0 0
G419 2.2928687570546e-06 1.1618e-05 0 1 0 0 0 0
G420 2.70346163890225e-06 7.36268e-06 0 0 0 0 0 0
G421 2.5778879128308e-06 6.91145e-06 0 0 0 0 0 0
G422 9.6133072981344e-07 3.15569e-06 0 0 1 0 2 0
G423 6.7880823355052e-07 2.40314e-06 0 0 0 0 0 0
G424 1.16871893427378e-06 4.51566e-06 0 0 0 1 0 0
G425 1.26313354829652e-06 3.95847e-06 0 0 0 0 0 0
G426 1.072359047165e-06 1.50724e-06 0 0 0 0 0 0
G427 1.35262846801707e-06 3.52644e-06 0 0 1 0 0 0
G428 1.65734301499672e-06 2.40947e-06 0 0 0 0 0 0
G429 8.43724091715175e-07 2.01707e-06 0 0 15 0 23 0
G430 1.88426193605275e-06 4.94141e-06 0 0 0 0 0 0
G431 5.7257950208252e-07 9.22775e-07 0 0 0 0 0 0
G432 5.35369139203185e-07 8.58648e-07 0 0 0 0 0 0
G433 4.8152397061951e-06 8.92072e-06 0 0 17 0 27 0
G434 3.56157408787797e-07 1.65372e-06 0 0 0 0 0 0
G435 7.1369927070567e-07 2.05717e-06 0 0 0 0 0 0
G436 3.32633656630395e-06 8.16774e-06 0 0 0 0 0 0
G437 7.57185027162085e-07 2.34919e-06 0 0 0 0 0 0
G438 7.74800716272995e-07 1.04146e-10 0 0 0 0 0 0
G439 1.01301942633627e-06 4.07569e-06 0 0 0 0 0 0
G440 1.55232851798457e-06 3.8998e-06 0 0 0 0 0 0
G441 1.22505721252508e-06 4.50694e-06 0 0 1 0 2 0
G442 9.84855010642e-07 4.86199e-06 0 0 1 0 1 0
G443 5.74180670024985e-06 5.84332e-06 0 0 0 0 0 0
G444 8.8899483487804e-07 4.04738e-06 0 0 0 0 0 0
G445 2.10664908022896e-06 5.21129e-06 0 0 0 0 0 0
G446 1.96504773930811e-06 4.70052e-06 0 0 0 0 0 0
G447 2.51323738571129e-06 1.04146e-10 0 0 0 0 0 0
G448 3.771676101048e-06 4.81688e-06 0 0 0 0 0 0
G449 3.9485377620628e-06 7.22893e-06 0 0 0 3 0 4
G450 5.38908821480085e-06 1.04146e-10 0 0 0 0 0 0
G451 2.3515921313326e-06 4.37813e-06 0 0 0 0 0 0
G452 1.4771288963814e-06 3.22299e-06 0 0 1 0 3 0
G453 9.5728245907091e-07 3.395e-06 0 0 0 0 0 0
G454 4.00504998050245e-07 2.35574e-07 0 0 0 0 0 1
G455 6.49599076297925e-07 1.59272e-06 0 0 0 0 0 0
G456 2.83976649900053e-07 1.04146e-10 0 0 0 0 0 0
G457 7.34469598927775e-07 1.72993e-06 0 0 0 0 0 0
G458 8.2579565803236e-07 1.16951e-06 0 0 0 0 0 0
G459 5.55345316915255e-07 7.7012e-07 0 0 0 0 0 0
G460 5.5094040599893e-07 8.61924e-07 0 0 0 0 0 0
G461 8.6124089546875e-07 2.75865e-06 0 0 0 0 0 0
G462 2.04529066078248e-06 6.9023e-06 0 0 0 0 0 0
G463 6.3298243969441e-07 2.08965e-06 0 0 0 0 0 1
G464 3.8586280863379e-06 4.22773e-06 0 0 3 0 0 0
G465 3.41912137613778e-06 4.21265e-06 0 0 0 0 0 0
G466 6.09588880580085e-07 1.04146e-10 0 0 0 0 0 0
G467 8.13455062045705e-07 1.66099e-06 0 0 6 0 11 0
G468 4.81806350738079e-07 2.08356e-06 0 0 0 14 1 27
G469 9.14755859656445e-07 2.48538e-06 0 0 0 0 0 0
G470 9.4199892820083e-07 3.94311e-06 0 0 0 0 0 0
G471 1.42763564485808e-06 2.84097e-06 0 0 0 0 0 0
G472 9.1490195706287e-08 1.04146e-10 0 0 1 0 0 0
G473 9.2379340849943e-07 1.04146e-10 0 0 0 42 0 23
G474 1.58544109814781e-06 1.49857e-06 0 0 0 0 0 0
G475 5.33278694861685e-07 3.09358e-06 0 0 0 0 0 0
G476 7.60112496736845e-07 2.22742e-06 0 0 0 0 0 0
G477 6.6254734806071e-07 2.8311e-06 0 0 0 0 1 0
G478 5.93503750403115e-07 1.40542e-06 0 0 14 0 9 0
G479 1.55523518752568e-06 2.39235e-06 0 0 0 0 0 0
G480 2.54881134326496e-06 4.32845e-06 0 0 0 0 0 0
G481 1.048226715876e-06 2.94382e-06 0 0 0 0 0 0
G482 1.94164714726321e-06 4.13021e-06 0 0 0 0 0 0
G483 1.89590164602094e-06 3.06184e-06 0 0 0 0 0 0
G484 3.04714656084458e-06 2.73747e-06 0 0 0 0 0 0
G485 2.46263195747317e-06 1.90409e-06 0 0 0 0 0 0
G486 6.1450752399882e-06 1.04146e-10 0 0 0 0 0 0
G487 1.61753206535648e-06 5.24298e-06 1 0 0 0 0 0
G488 1.18311448484093e-06 1.94376e-06 0 0 0 1 0 0
G489 6.39691121198155e-07 6.43389e-09 0 0 0 0 0 0
G490 4.39440389774828e-06 3.86164e-06 0 0 0 0 0 0
G491 8.96121055297595e-07 6.74042e-07 0 0 0 0 0 0
G492 1.46482883677905e-06 9.47631e-07 0 0 0 1 0 3
G493 1.72918516131557e-06 9.54318e-07 0 0 0 3 0 3
G494 1.08812940345085e-05 3.17396e-06 0 0 0 0 0 0
G495 4.62794782832022e-06 4.61854e-06 0 0 0 22 0 30
G496 5.1522186697916e-07 1.17539e-06 0 0 0 0 0 0
G497 6.1180636645404e-07 2.50784e-06 0 0 1 0 0 1
G498 1.01086271474094e-06 2.25104e-06 0 0 0 0 0 0
G499 3.08559232856504e-06 7.90947e-07 0 0 0 0 0 0
G500 2.05832031656036e-06 1.04606e-07 0 0 12 0 15 0
G501 9.7724198070453e-07 2.32292e-06 0 0 1 0 3 0
G502 7.51593288019785e-07 2.13915e-06 0 0 0 0 0 0
G503 7.33885297310625e-07 1.79689e-06 0 0 6 0 5 0
G504 8.3690270197916e-07 1.04146e-10 0 0 0 0 0 0
G505 1.21958716199681e-06 1.4235e-06 0 0 0 0 2 0
G506 1.32121996065841e-06 1.55718e-06 0 0 0 0 0 0
G507 1.34532833282338e-06 1.59761e-06 0 0 0 0 0 0
G508 1.01035883411977e-06 1.42153e-06 0 0 0 0 0 0
G509 4.53949463672638e-07 1.04146e-10 0 0 0 0 0 0
G510 3.94264330747799e-07 1.04146e-10 0 0 0 2 0 0
G511 9.84145224068965e-07 2.69382e-06 0 0 0 0 0 0
G512 1.03798246515797e-06 2.40458e-06 0 0 0 0 0 0
G513 6.7753091209522e-07 3.33946e-06 0 0 0 3 0 7
G514 7.3636144257567e-07 2.80372e-06 0 0 0 0 0 0
G515 2.75941605245988e-07 1.04146e-10 0 0 0 0 0 0
G516 1.53592875425897e-06 4.79475e-06 0 0 0 0 3 0
G517 7.3820756971879e-07 1.04146e-10 0 0 0 1 0 0
G518 1.20389716216815e-06 6.0242e-06 0 0 0 0 0 0
G519 1.6921339411952e-06 3.33972e-06 0 0 3 5 1 2
G520 9.54289534658395e-07 1.61155e-06 0 0 0 0 1 0
G521 1.13443503516671e-06 4.73227e-06 0 0 0 0 0 0
G522 1.54967700571946e-06 7.14446e-06 0 0 0 0 0 0
G523 1.86621917373908e-06 2.53145e-06 0 0 0 0 0 0
G524 1.42898652582976e-06 1.5007e-06 0 0 0 0 0 0
G525 2.48305118266631e-06 3.57249e-06 0 0 0 0 0 0
G526 2.35924598016622e-06 9.02919e-06 0 0 0 0 0 0
G527 1.23502179716775e-06 4.01165e-06 0 0 0 0 0 0
G528 1.29266824548392e-06 5.77021e-06 0 0 0 0 0 0
G529 1.13469462273008e-06 6.31155e-06 0 0 0 0 0 0
G530 7.29279717384325e-07 5.24944e-06 0 0 0 0 0 0
G531 2.22808806177303e-06 1.09484e-05 0 0 0 0 0 0
G532 1.36533920747549e-07 1.04146e-10 0 0 0 0 0 0
G533 4.49418195164543e-08 1.04146e-10 0 0 0 0 0 0
G534 2.29093265809334e-06 7.69857e-06 0 0 0 0 0 0
G535 1.08355949772849e-06 7.05793e-06 0 0 0 0 3 0
G536 1.06216898602829e-06 4.66346e-06 0 0 0 0 0 0
G537 1.22436193564899e-06 5.21455e-06 0 0 0 0 0 0
G538 8.9181502465412e-07 2.595e-06 0 0 0 0 0 0
G539 1.85763421004172e-06 7.16304e-06 0 0 0 0 0 1
G540 1.35738537312488e-06 5.77843e-06 0 0 0 0 0 0
G541 1.69762898716822e-06 5.4808e-06 0 0 3 0 1 0
G542 1.98675949331763e-06 5.67468e-06 0 0 0 0 0 0
G543 7.6982891737064e-07 5.13865e-06 0 0 0 0 0 0
G544 1.3657760092024e-06 4.16242e-06 0 0 0 0 0 0
G545 1.37351437076298e-06 4.62714e-06 0 0 0 0 0 0
G546 9.221897744095e-07 4.25583e-06 0 0 1 0 5 0
G547 9.57501746649355e-07 4.55228e-06 0 0 0 0 0 0
G548 1.34746008988469e-06 4.34049e-06 0 0 4 0 3 0
G549 7.5266896778622e-07 3.29173e-06 0 0 0 0 0 0
G550 7.46735146244485e-07 3.27568e-06 0 0 0 0 0 0
G551 6.75750516733835e-07 1.04146e-10 0 0 0 0 0 0
G552 1.0433023187021e-06 4.89832e-06 0 0 0 6 0 10
G553 6.85465186596805e-07 1.44381e-06 0 0 0 0 0 0
G554 5.9437696624149e-07 1.28138e-06 0 0 0 1 0 3
G555 6.24175359571e-07 1.04146e-10 0 0 1 0 1 0
G556 1.77473776414223e-07 1.04146e-10 0 0 0 0 0 0
G557 8.4432422869935e-07 4.88026e-06 0 0 0 0 0 0
G558 1.0742447782118e-06 1.04146e-10 0 0 0 0 0 0
G559 1.57874127816438e-06 3.56509e-06 0 0 0 0 0 0
G560 1.29328489267003e-06 3.72124e-06 0 0 0 0 1 0
G561 1.85714874846505e-06 4.20427e-06 0 0 0 0 0 0
G562 2.01820265810805e-06 3.89423e-06 0 0 0 0 0 0
G563 3.88466801292893e-06 5.15097e-06 0 0 1 30 0 53
G564 9.31878149633325e-07 3.17509e-06 0 0 0 0 0 0
G565 7.2668720875298e-07 1.45884e-06 0 0 0 1 0 0
G566 1.34990602479924e-06 2.07293e-06 0 0 0 0 0 0
G567 4.66380325718561e-07 3.32095e-06 0 0 0 0 0 0
G568 7.11359729430945e-07 2.42903e-06 0 0 0 0 0 0
G569 9.88209585033545e-07 1.04146e-10 0 0 0 31 0 11
G570 6.3627945335438e-07 3.22172e-06 0 0 0 0 0 0
G571 1.50728179122767e-06 5.60342e-06 0 0 0 0 0 0
G572 1.23569075094228e-06 3.20479e-06 0 0 0 0 0 0
G573 7.6037079325447e-06 1.04146e-10 0 0 0 0 0 0
G574 2.72493905803691e-07 1.04146e-10 0 0 0 0 0 0
G575 1.90296288903994e-06 5.27793e-06 0 0 0 0 0 0
G576 1.85755771295385e-06 6.27918e-06 0 0 0 0 0 0
G577 6.0078270628014e-07 1.04146e-10 0 0 0 0 0 0
G578 1.79383180999179e-06 3.70641e-06 0 0 0 0 0 0
G579 1.78025821479111e-06 5.15969e-06 0 0 0 0 0 0
G580 1.85298875006472e-07 1.04146e-10 0 0 0 0 0 0
G581 2.26421262825084e-06 7.77415e-06 0 0 0 0 0 0
G582 4.44594904201398e-07 1.14958e-06 0 0 0 0 0 0
G583 2.39060620968997e-06 6.18957e-06 0 0 0 0 0 0
G584 1.39789426476639e-06 7.47021e-06 0 0 0 0 0 0
G585 2.54333861081193e-06 3.95605e-06 0 0 0 28 0 41
G586 3.09729618196418e-06 2.36067e-06 0 0 0 0 0 0
G587 3.37594407483441e-06 3.71995e-06 0 0 0 0 0 0
G588 1.36087683999542e-06 7.26472e-06 0 0 0 0 0 0
G589 1.45813925742084e-06 6.93814e-06 0 0 2 0 0 0
G590 1.25237363261104e-06 6.24765e-06 0 0 0 0 0 0
G591 4.81204115864256e-06 8.0178e-06 0 0 0 5 1 10
G592 2.96000385213031e-06 3.92081e-06 0 0 2 0 1 0
G593 3.53498807997862e-06 1.34881e-07 0 0 0 0 0 0
G594 1.38389967380336e-06 6.05632e-07 0 0 0 0 0 0
G595 1.63093167827053e-06 1.01473e-06 0 0 0 0 0 1
G596 8.40209512635255e-07 1.48031e-06 0 0 0 0 0 0
G597 5.43910660916875e-07 3.19114e-06 0 0 0 0 0 0
G598 1.02777177144795e-06 2.61419e-06 0 0 0 0 0 0
G599 7.73501939691325e-07 1.43594e-06 0 0 0 0 0 0
G600 9.530686258849e-07 4.34493e-06 0 0 0 0 0 0
G601 1.02443151555015e-06 1.87816e-06 0 0 0 0 0 0
G602 1.07907309454147e-06 2.25652e-06 0 0 0 0 0 0
G603 3.18648257609972e-06 2.4334e-06 0 0 5 0 9 0
G604 7.24490700774135e-07 2.16628e-06 0 0 7 0 3 6
G605 9.1569471565534e-07 4.48235e-06 0 0 6 0 14 0
G606 1.14981348854451e-06 5.99195e-06 0 0 12 0 21 0
G607 8.0151915826679e-07 1.67327e-06 0 0 0 0 0 0
G608 1.71897992784736e-06 1.24095e-06 0 0 0 0 0 0
G609 1.79776680347254e-06 4.52241e-06 0 0 0 0 0 0
G610 1.0916922980091e-06 1.48425e-07 0 0 0 0 0 0
G611 2.02561042418403e-06 2.17806e-07 0 0 8 1 13 1
G612 8.97643968542205e-07 8.60456e-07 0 0 0 0 0 0
G613 6.1497199653642e-07 2.32262e-06 0 0 0 0 0 0
G614 7.2409681738752e-07 2.16481e-06 0 0 0 0 0 0
G615 4.42082598231154e-07 1.8997e-06 0 0 1 0 0 0
G616 1.33354749534274e-06 2.07346e-06 0 0 0 0 0 0
G617 9.17841787187025e-07 1.04146e-10 0 0 0 0 0 0
G618 7.5076868038744e-07 8.74723e-07 0 0 15 0 29 0
G619 2.59782704174969e-06 7.32834e-06 0 0 0 0 0 0
G620 2.01356102164206e-06 7.79486e-06 0 0 0 0 0 0
G621 2.05038689222588e-06 8.35032e-06 0 0 0 0 0 0
G622 2.08751484568679e-06 1.27108e-05 0 0 0 1 0 2
G623 2.03850370531108e-06 1.08658e-05 0 1 0 0 0 0
G624 2.22850355318393e-06 3.96676e-06 0 0 2 0 2 0
G625 8.597858229875e-07 5.32007e-06 0 0 0 0 0 2
G626 5.78710661667635e-07 1.04146e-10 0 0 0 0 0 0
G627 5.1819798337731e-06 1.04146e-10 0 0 0 0 0 0
G628 5.10265174039305e-06 1.04146e-10 0 0 0 0 0 0
G629 5.10265174039305e-06 1.04146e-10 1 0 0 0 0 0
G630 1.68126299057313e-06 4.96589e-06 0 0 0 0 0 0
G631 1.73820016705071e-06 4.41849e-06 0 0 0 0 0 0
G632 1.0061800187069e-06 2.24485e-06 0 0 0 0 0 0
G633 9.6273327346952e-07 8.95578e-07 0 0 0 0 0 0
G634 1.80052610164426e-07 1.04146e-10 0 0 0 0 0 0
G635 5.2385998454033e-06 1.09776e-06 0 0 0 0 0 0
G636 7.5491409039845e-07 1.20624e-06 0 0 0 0 0 0
G637 7.7700505108643e-07 1.04146e-10 0 0 0 0 0 0
G638 4.59445521488555e-07 1.04146e-10 0 0 2 0 4 0
G639 5.1491925042988e-07 8.54986e-07 0 0 0 0 0 0
G640 3.50998098905775e-07 1.04146e-10 0 0 0 0 0 0
G641 6.26254183711535e-07 1.04146e-10 0 0 0 0 0 0
G642 1.67983211432559e-06 7.58419e-06 0 0 0 0 0 0
G643 2.782766972493e-06 1.90006e-06 0 0 0 0 0 0
G644 1.84199736998044e-06 2.89824e-06 0 0 0 0 0 0
G645 1.51471591299129e-06 1.18502e-06 0 0 0 0 0 0
G646 2.86443502843746e-07 1.04146e-10 0 0 0 0 0 0
G647 1.9101045811316e-06 3.46021e-06 0 0 2 0 2 0
G648 1.6621246883477e-06 3.35981e-06 0 0 3 0 7 0
G649 1.40685961022177e-06 3.5061e-06 0 0 0 0 0 0
G650 1.31523165225082e-06 4.33261e-06 0 0 0 0 0 0
G651 1.07839157783771e-06 3.01758e-06 2 2 0 0 0 0
G652 1.10584351365906e-06 3.64227e-06 0 0 0 0 0 0
G653 1.21347522538764e-06 5.05261e-06 0 0 0 0 0 0
G654 1.09795066952504e-06 1.43616e-06 0 0 0 14 0 27
G655 1.12272188651397e-06 2.48746e-06 0 0 0 1 0 0
G656 9.29740056648795e-07 1.69535e-06 0 0 0 0 0 0
G657 1.12242522090749e-06 2.85867e-06 0 0 0 0 0 0
G658 8.0762491403169e-07 2.58075e-06 0 0 0 16 0 10
G659 8.05929933063745e-07 1.04146e-10 0 0 0 0 0 0
G660 5.05785302917155e-06 1.96723e-05 0 0 0 0 0 0
G661 8.55142557432105e-06 2.13576e-05 0 0 0 0 0 1
G662 8.2688186146355e-06 1.37094e-05 0 0 0 3 0 10
G663 3.08271643032029e-06 1.2638e-06 0 0 0 0 0 0
G664 1.70715567143688e-06 2.34894e-06 0 0 0 0 0 0
G665 1.22783372775879e-06 1.04146e-10 0 0 0 0 0 0
G666 1.64113589327672e-06 3.01351e-06 0 0 0 0 0 0
G667 2.0269564046272e-06 3.86905e-06 0 0 0 0 0 0
G668 2.99905968848389e-06 4.12917e-06 0 0 0 1 0 1
G669 8.9194521336168e-07 8.56104e-07 0 0 0 0 0 0
G670 5.5131194871419e-06 9.77661e-06 0 1 0 0 0 0
G671 5.75509788393845e-06 9.77859e-06 0 0 0 0 0 0
G672 3.0646004029839e-06 3.62764e-06 0 0 0 0 0 0
G673 1.3872281382078e-06 1.46426e-06 0 0 0 0 0 0
G674 1.42949504687858e-06 1.64357e-07 0 0 1 0 1 0
G675 1.96259342060233e-06 6.04523e-06 0 0 0 0 0 0
G676 2.15213639861037e-06 2.55601e-06 0 0 0 0 0 0
G677 1.3253682048401e-06 1.75581e-06 0 0 0 0 0 0
G678 9.13093145753515e-07 8.74466e-07 0 0 0 0 0 0
G679 9.7133511477078e-07 1.08263e-06 0 0 0 0 0 0
G680 7.0090408388253e-07 2.21173e-06 0 0 0 0 0 0
G681 4.91828790668051e-06 1.12154e-05 0 0 0 0 0 0
G682 4.37102986365698e-06 7.79451e-06 0 0 0 0 0 0
G683 1.89271657876753e-06 5.49603e-06 0 0 0 0 0 0
G684 1.57357166321487e-06 6.57777e-06 0 0 0 0 0 0
G685 1.79435890308709e-06 3.75255e-06 0 0 0 0 0 0
G686 1.50403367056893e-06 6.02631e-06 0 0 0 0 0 0
G687 1.11435707179617e-06 2.03081e-06 0 0 0 0 0 0
G688 4.8375676358014e-06 7.63514e-06 0 0 0 3 0 0
G689 2.20028418535367e-06 1.04146e-10 0 0 1 0 0 0
G690 2.22548171108462e-06 1.04146e-10 0 0 8 0 2 0
G691 3.78952655679731e-07 1.04146e-10 0 0 0 0 0 0
G692 4.09803720524154e-07 1.04146e-10 0 0 0 0 0 0
G693 1.07433803331284e-06 1.32673e-06 0 0 0 0 0 0
G694 1.96326419475532e-06 1.04146e-10 0 0 0 0 0 0
G695 2.26312897233108e-07 1.04146e-10 0 0 0 0 0 0
G696 1.75469392890258e-07 1.04146e-10 0 0 0 0 0 0
G697 1.80783419956338e-07 1.04146e-10 0 0 0 0 0 0
G698 3.90086303500266e-06 1.04146e-10 0 0 0 0 0 0
G699 5.864127229758e-06 1.04146e-10 0 0 0 0 0 0
G700 1.85789637371351e-06 1.04146e-10 0 0 0 0 0 0
G701 6.69070987278555e-07 1.04146e-10 0 0 0 0 0 0
G702 1.0214572315596e-06 1.04146e-10 0 0 0 0 0 0
G703 6.338296738986e-07 6.52671e-07 0 0 0 0 0 1
G704 9.29325926766705e-07 2.42678e-07 0 0 0 0 0 0
G705 2.95565923298053e-06 1.04146e-10 0 0 0 0 0 0
G706 4.2880374686403e-06 8.47343e-07 0 0 0 0 0 0
G707 7.2013929560166e-07 1.04146e-10 0 0 0 0 0 0
G708 8.78431114586095e-07 1.04146e-10 0 0 12 0 10 0
G709 2.87935346481586e-06 3.45773e-06 0 0 0 0 0 1
G710 2.7602367387074e-06 7.1959e-06 0 0 0 0 0 0
G711 9.76297327280375e-07 7.7603e-07 0 0 0 0 0 0
G712 3.38953729790504e-06 1.04146e-10 0 0 0 1 0 0
G713 3.78452828530457e-06 1.04146e-10 0 0 0 0 0 0
G714 2.99715186133687e-07 1.04146e-10 0 0 10 0 5 0
G715 4.8302034858671e-07 1.04146e-10 0 0 0 0 1 0
G716 3.05217015463583e-07 1.04146e-10 0 0 0 0 0 1
G717 3.31733108279945e-06 8.05232e-09 0 0 0 0 0 0
G718 2.37018968672076e-06 1.32295e-06 0 0 0 1 0 0
G719 1.15670231038883e-06 1.89025e-06 0 0 0 0 0 0
G720 8.622049078056e-07 1.04146e-10 0 0 0 0 0 0
G721 1.07886594921373e-06 1.04146e-10 0 0 0 0 0 0
G722 7.7364019551568e-07 7.08935e-07 0 0 0 0 0 0
G723 6.99595181625035e-07 1.04146e-10 0 0 0 0 0 0
G724 2.83285219120089e-06 1.04146e-10 0 0 0 2 0 0
G725 6.35872965257505e-06 1.77296e-08 0 0 0 0 0 0
G726 4.27372700271865e-06 1.04146e-10 0 0 0 2 0 0
G727 7.2895020313859e-07 1.04146e-10 0 0 0 0 0 0
G728 3.58819636573522e-07 1.04146e-10 0 0 0 0 0 0
G729 5.910868126813e-07 1.04146e-10 0 0 0 0 0 0
G730 9.1384788204827e-07 1.05364e-06 0 0 0 2 0 3
G731 1.04482680152129e-06 1.40784e-06 0 0 0 0 0 0
G732 2.36946369914449e-06 7.64302e-06 0 0 0 0 0 0
G733 6.3019816298289e-07 6.52499e-07 0 0 0 0 0 0
G734 9.9804550519183e-07 7.52485e-07 0 0 0 0 0 2
G735 5.118227738348e-07 1.20939e-06 0 0 0 3 0 7
G736 3.00282514300521e-06 4.75381e-06 0 0 0 0 0 0
G737 2.69429024263675e-06 7.11745e-06 0 0 0 1 0 4
G738 1.15762342571764e-06 1.00747e-06 0 0 1 0 1 0
G739 9.88822294987345e-07 1.14801e-06 0 0 0 0 0 0
G740 1.6086447568822e-06 1.76704e-06 0 0 0 0 0 0
G741 2.03723516725743e-06 3.99763e-06 0 0 0 0 0 0
G742 5.4646262382719e-07 1.04146e-10 0 0 5 0 7 0
G743 2.39521223491181e-06 1.04146e-10 0 0 3 0 2 1
G744 3.53699026328408e-07 1.04146e-10 0 0 0 0 0 0
G745 9.309791942129e-07 1.04146e-10 0 0 8 0 18 0
G746 1.14679523390268e-06 1.04146e-10 0 0 0 0 0 0
G747 5.05887053300535e-07 1.04146e-10 0 0 0 0 0 0
G748 7.6288828000069e-07 3.89477e-07 0 0 0 0 0 0
G749 5.50310909102265e-07 1.7236e-07 0 0 1 6 1 15
G750 2.52037138329858e-06 5.00587e-06 0 0 0 0 0 0
G751 3.54981011141976e-06 5.40933e-06 0 0 0 1 0 0
G752 2.06444787231266e-06 3.13784e-06 0 0 0 0 0 0
G753 5.6622193668187e-07 2.02341e-06 0 0 0 0 0 0
G754 1.81890133446053e-06 4.96134e-06 0 0 0 0 0 0
G755 1.2633508720266e-06 2.12404e-07 0 0 0 0 0 1
G756 2.46639858615338e-06 5.56766e-06 0 0 0 3 0 2
G757 3.07340522180905e-06 7.68702e-06 0 0 0 2 0 0
G758 3.02956698036486e-06 1.24853e-05 0 0 1 0 0 0
G759 1.48678313323965e-06 5.13854e-06 0 0 4 0 8 0
G760 3.20473868386117e-06 8.99513e-06 0 0 2 0 4 0
G761 3.37138742468414e-06 7.66063e-06 0 0 0 0 0 0
G762 3.61085596570209e-06 8.32021e-06 0 0 0 0 0 0
G763 3.05109625485436e-06 6.5097e-06 0 0 0 0 0 0
G764 3.09261077469566e-06 9.20312e-06 0 0 0 0 0 0
G765 3.20310540246548e-06 3.10012e-06 0 0 0 0 0 0
G766 2.78214853056201e-06 9.79823e-06 0 0 0 0 1 0
G767 2.28556359333208e-06 2.36873e-06 0 0 0 0 0 0
G768 8.31284364941635e-07 1.28683e-06 0 0 0 0 0 0
G769 7.53733144721625e-07 9.96826e-07 0 0 0 0 0 0
G770 3.7708225513429e-07 1.04146e-10 0 0 0 0 0 0
G771 1.21919707373998e-07 5.14475e-07 0 0 0 0 0 0
G772 9.72700062328045e-07 1.20176e-06 0 0 0 0 0 0
G773 2.52224143100661e-06 9.63036e-06 0 0 0 0 0 0
G774 1.74261156740463e-06 5.40596e-06 0 0 0 0 0 0
G775 1.61827777156849e-06 3.91571e-06 0 0 0 0 0 0
G776 1.03945898069285e-06 2.30534e-06 0 0 4 0 8 0
G777 1.4389069686166e-06 1.07139e-06 0 0 0 0 0 0
G778 1.55210262414269e-06 5.68953e-06 0 0 0 0 0 0
G779 1.23312355783871e-06 2.63055e-06 0 0 0 0 0 0
G780 1.08706461963914e-06 1.04146e-10 0 0 0 0 0 0
G781 3.46989648828936e-07 1.04146e-10 0 0 0 0 0 0
G782 1.18465278781061e-06 2.33624e-06 0 0 0 0 0 0
G783 1.39213573800586e-06 3.79742e-06 0 0 0 0 0 0
G784 1.13909018563666e-06 3.2773e-06 0 0 0 0 0 0
G785 1.92921266248946e-06 7.8919e-06 0 0 0 0 0 0
G786 1.71581209715608e-06 3.49133e-06 0 0 0 0 0 0
G787 1.78533677544084e-06 1.04146e-10 0 0 0 0 0 0
G788 1.65072394254722e-06 1.04146e-10 0 0 0 0 0 0
G789 8.1940732447573e-07 1.04146e-10 0 0 0 0 0 0
G790 1.40199019808162e-06 1.22096e-06 0 0 0 0 0 0
G791 1.75510523014347e-06 1.04146e-10 0 0 0 0 0 0
G792 6.4634531270322e-08 1.04146e-10 0 0 0 0 0 0
G793 1.55116293401609e-06 5.29563e-06 0 0 0 0 0 0
G794 1.67550331070789e-06 5.74937e-06 0 0 0 4 0 1
G795 4.0997320605007e-06 8.82123e-06 0 0 0 0 0 0
G796 1.35779442769634e-06 1.04146e-10 0 0 0 0 0 0
G797 1.14056929216553e-06 9.05999e-07 0 0 36 0 58 0
G798 2.19241444852226e-06 1.34562e-05 0 0 0 0 0 0
G799 1.37680589926311e-07 1.04146e-10 0 0 0 0 0 0
G800 3.07427853581745e-06 8.71166e-06 0 0 0 0 0 0
G801 2.45701007577003e-06 9.96443e-06 0 0 0 0 0 0
G802 1.4969806914045e-06 8.51616e-06 0 0 3 0 9 0
G803 1.23330599900636e-06 6.15096e-06 0 0 1 5 1 2
G804 5.64856814712565e-07 1.78288e-06 0 0 0 0 0 0
G805 4.3851364641843e-07 2.17497e-06 0 0 0 0 0 0
G806 2.29851754552215e-06 1.35578e-05 0 0 0 6 2 1
G807 2.34013211738954e-06 1.28112e-05 0 0 0 0 1 0
G808 2.08818247457928e-06 1.04146e-10 0 0 0 0 0 0
G809 1.39380454601216e-06 4.89912e-06 0 0 0 0 0 0
G810 5.24706088930025e-07 2.24741e-06 0 0 0 0 0 0
G811 2.91937285826745e-06 6.68e-06 0 0 0 0 0 0
G812 2.71475892229956e-06 1.46357e-05 0 0 0 0 0 0
G813 2.84438829557941e-06 1.67549e-05 0 0 0 0 0 0
G814 9.598028789444e-07 3.90595e-06 0 0 0 0 0 0
G815 1.09057693691964e-06 4.58114e-06 0 0 0 0 0 0
G816 5.2085445646656e-07 1.07109e-06 0 0 0 0 0 0
G817 6.52949436816095e-07 1.5206e-06 0 0 0 0 0 0
G818 1.95322645561943e-06 5.2137e-06 0 0 0 1 0 3
G819 1.82174858702005e-07 1.04146e-10 0 0 0 0 0 4
